token,token_id,instance_index,logprob,entropy
Wait,14190,67,-0.6328125,1.109375
Wait,14190,68,-4.53125,0.77734375
Wait,14190,69,-0.71484375,0.80859375
Wait,14190,70,-3.421875,0.263671875
Wait,14190,71,-0.30859375,0.82421875
Wait,14190,72,-1.3671875,1.4140625
Wait,14190,73,-0.0081787109375,0.056640625
Wait,14190,74,-2.03125,0.9140625
Wait,14190,75,-1.625,1.25
Wait,14190,76,-0.039306640625,0.1982421875
Wait,14190,77,-2.59375,0.32421875
Wait,14190,78,-0.283203125,0.671875
Wait,14190,79,-0.0302734375,0.169921875
Wait,14190,80,-0.00054168701171875,0.004913330078125
Wait,14190,81,-0.0693359375,0.349609375
Wait,14190,82,-0.0166015625,0.1044921875
Wait,14190,83,-0.03173828125,0.1494140625
Wait,14190,84,-0.05810546875,0.255859375
Wait,14190,85,-0.1494140625,0.47265625
Wait,14190,86,-2.125,0.9375
Wait,14190,87,-0.044189453125,0.185546875
Wait,14190,88,-0.00177764892578125,0.0166015625
Wait,14190,89,-3.15625,1.1328125
Wait,14190,90,-5.65625,0.1455078125
Wait,14190,91,-2.171875,0.765625
Wait,14190,92,-0.859375,1.21875
Wait,14190,93,-2.125,1.1796875
Wait,14190,94,-4.0,1.015625
Wait,14190,95,-2.515625,1.3046875
Wait,14190,96,-2.703125,0.291015625
Wait,14190,97,-0.0169677734375,0.08984375
Wait,14190,98,-0.90625,1.0703125
Wait,14190,99,-0.314453125,0.78515625
Wait,14190,100,-0.49609375,1.0625
Wait,14190,101,-0.51953125,1.046875
Wait,14190,102,-0.36328125,0.84765625
Wait,14190,103,-0.203125,0.7890625
Wait,14190,104,-5.75,1.359375
Wait,14190,105,-2.78125,1.3828125
Wait,14190,106,-0.3203125,0.62890625
Wait,14190,107,-2.6875,1.921875
Wait,14190,108,-0.055908203125,0.216796875
Wait,14190,109,-1.234375,1.328125
Wait,14190,110,-0.5625,1.1953125
Wait,14190,111,-0.82421875,0.68359375
Wait,14190,112,-1.734375,1.5625
Wait,14190,113,-0.828125,0.69921875
Wait,14190,114,-0.35546875,0.87109375
Wait,14190,115,-0.3046875,0.875
Wait,14190,116,-0.400390625,0.9296875
Wait,14190,117,-1.484375,1.0546875
Wait,14190,118,-2.71875,0.83984375
Wait,14190,119,-0.79296875,1.25
Wait,14190,120,-3.75,1.7421875
Wait,14190,121,-2.03125,1.875
Wait,14190,122,-3.34375,0.44921875
Wait,14190,123,-0.51953125,0.9765625
Wait,14190,124,-0.43359375,0.68359375
Wait,14190,125,-7.9375,0.65234375
Wait,14190,126,-0.390625,0.66015625
Wait,14190,127,-5.34375,0.9296875
Wait,14190,128,-0.220703125,0.8046875
Wait,14190,129,-0.20703125,0.68359375
Wait,14190,130,-3.375,0.8046875
Wait,14190,131,-2.078125,1.5703125
Wait,14190,132,-0.216796875,0.75
Wait,14190,133,-2.03125,0.7421875
Wait,14190,134,-0.6640625,1.0
Wait,14190,135,-4.5,2.078125
Wait,14190,136,-0.0322265625,0.1513671875
Wait,14190,137,-1.1328125,2.21875
Wait,14190,138,-0.51171875,1.3359375
Wait,14190,139,-0.82421875,0.68359375
Wait,14190,140,-1.5390625,0.6796875
Wait,14190,141,-0.185546875,0.65625
Wait,14190,142,-1.765625,0.7421875
Wait,14190,143,-2.515625,0.90625
Wait,14190,144,-0.6484375,1.625
Wait,14190,145,-1.9375,0.54296875
Wait,14190,146,-1.734375,0.59765625
Wait,14190,147,-1.15625,0.73828125
Wait,14190,148,-1.0625,1.0546875
Wait,14190,149,-0.361328125,0.953125
Wait,14190,150,-0.9140625,1.2109375
Wait,14190,151,-1.3984375,0.91015625
Wait,14190,152,-0.2490234375,0.66796875
Wait,14190,153,-0.53125,1.171875
Wait,14190,154,-0.78515625,1.3359375
Wait,14190,155,-0.625,1.4453125
Wait,14190,156,-0.062255859375,0.291015625
Wait,14190,157,-0.54296875,0.9296875
Wait,14190,158,-0.828125,0.69921875
Wait,14190,159,-0.10107421875,0.322265625
Wait,14190,160,-2.5625,1.0859375
Wait,14190,161,-0.06298828125,0.2353515625
Wait,14190,162,-0.126953125,0.3671875
Wait,14190,163,-0.578125,0.6953125
Wait,14190,164,-0.404296875,0.9296875
Wait,14190,165,-0.7421875,1.125
Wait,14190,166,-0.0341796875,0.1875
Wait,14190,167,-0.0181884765625,0.08935546875
Wait,14190,168,-0.890625,1.515625
Wait,14190,169,-4.875,0.79296875
Wait,14190,170,-0.28125,0.5625
Wait,14190,171,-0.162109375,0.43359375
Wait,14190,172,-0.2041015625,0.4921875
Wait,14190,173,-0.63671875,0.72265625
Wait,14190,174,-4.1875,0.51953125
Wait,14190,175,-1.1171875,1.1796875
Wait,14190,176,-0.001068115234375,0.0091552734375
Wait,14190,177,-4.6875,1.7734375
Wait,14190,178,-0.49609375,1.03125
Wait,14190,179,-0.5,0.9609375
Wait,14190,180,-0.07763671875,0.31640625
Wait,14190,181,-0.09228515625,0.333984375
Wait,14190,182,-0.24609375,0.7890625
Wait,14190,183,-0.25390625,0.73046875
Wait,14190,184,-0.1845703125,0.67578125
Wait,14190,185,-0.55859375,0.9453125
Wait,14190,186,-0.408203125,0.73046875
Wait,14190,187,-0.038330078125,0.197265625
Wait,14190,188,-0.7734375,1.21875
Wait,14190,189,-3.265625,0.60546875
Wait,14190,190,-3.5625,0.87109375
Wait,14190,191,-4.25,0.0791015625
Wait,14190,192,-0.2373046875,0.80859375
Wait,14190,193,-2.15625,1.3046875
Wait,14190,194,-4.3125,1.4453125
Wait,14190,195,-0.69921875,0.73828125
Wait,14190,196,-0.0400390625,0.23828125
Wait,14190,197,-1.21875,0.984375
Wait,14190,198,-2.578125,0.26953125
Wait,14190,199,-0.028564453125,0.1640625
Wait,14190,200,-1.0,0.796875
Wait,14190,201,-0.232421875,0.5546875
Wait,14190,202,-3.484375,1.5
Wait,14190,203,-0.3671875,0.70703125
Wait,14190,204,-1.7734375,1.3203125
Wait,14190,205,-0.71484375,1.0390625
Wait,14190,206,-1.9375,1.0078125
Wait,14190,207,-2.453125,1.2734375
Wait,14190,208,-1.078125,1.4140625
Wait,14190,209,-1.7578125,2.0625
Wait,14190,210,-0.0830078125,0.33984375
Wait,14190,211,-0.5078125,1.3203125
Wait,14190,212,-1.875,1.2578125
Wait,14190,213,-0.185546875,0.58203125
Wait,14190,214,-1.21875,1.5
Wait,14190,215,-0.515625,1.046875
Wait,14190,216,-0.1982421875,0.64453125
Wait,14190,217,-0.322265625,0.84765625
Wait,14190,218,-0.04248046875,0.1962890625
Wait,14190,219,-0.3125,0.82421875
Wait,14190,220,-1.5078125,0.5625
Wait,14190,221,-0.78125,0.984375
Wait,14190,222,-0.1015625,0.373046875
Wait,14190,223,-0.62890625,1.0546875
Wait,14190,224,-1.109375,1.4921875
Wait,14190,225,-1.1875,0.83984375
Wait,14190,226,-1.390625,1.375
Wait,14190,227,-2.328125,2.125
Wait,14190,228,-1.015625,0.85546875
Wait,14190,229,-0.0673828125,0.265625
Wait,14190,230,-0.01226806640625,0.080078125
Wait,14190,231,-7.09375,1.046875
Wait,14190,232,-1.4140625,0.94140625
Wait,14190,233,-0.1494140625,0.51171875
Wait,14190,234,-0.0625,0.263671875
Wait,14190,235,-2.125,0.37890625
Wait,14190,236,-0.88671875,1.40625
Wait,14190,237,-2.359375,0.357421875
Wait,14190,238,-0.000957489013671875,0.00848388671875
Wait,14190,239,-0.03662109375,0.173828125
Wait,14190,240,-0.57421875,0.68359375
Wait,14190,241,-0.87890625,1.5625
Wait,14190,242,-0.00555419921875,0.040283203125
Wait,14190,243,-0.04296875,0.2158203125
Wait,14190,244,-0.2177734375,0.57421875
Wait,14190,245,-0.9765625,0.68359375
Wait,14190,246,-1.0390625,1.4296875
Wait,14190,247,-2.515625,1.3515625
Wait,14190,248,-0.04150390625,0.201171875
Wait,14190,249,-0.1279296875,0.375
Wait,14190,250,-0.166015625,0.63671875
Wait,14190,251,-1.6796875,1.203125
Wait,14190,252,-0.181640625,0.65234375
Wait,14190,253,-0.22265625,0.57421875
Wait,14190,254,-0.419921875,0.75
Wait,14190,255,-0.69140625,0.69140625
Wait,14190,256,-1.5078125,0.58984375
Wait,14190,257,-1.390625,1.671875
Wait,14190,258,-0.072265625,0.283203125
Wait,14190,259,-0.625,1.4375
Wait,14190,260,-0.0196533203125,0.10205078125
Wait,14190,261,-0.062255859375,0.2578125
Wait,14190,262,-0.87109375,0.8359375
Wait,14190,263,-0.703125,1.109375
Wait,14190,264,-1.9140625,0.42578125
Wait,14190,265,-0.09326171875,0.443359375
Wait,14190,266,-0.46875,1.3046875
Wait,14190,267,-0.5,0.80078125
Wait,14190,268,-0.5625,1.0078125
Wait,14190,269,-0.67578125,1.4375
Wait,14190,270,-0.486328125,1.28125
Wait,14190,271,-0.55078125,1.296875
Wait,14190,272,-0.60546875,0.81640625
Wait,14190,273,-2.203125,1.1171875
Wait,14190,274,-2.40625,0.91015625
Wait,14190,275,-1.65625,0.94921875
Wait,14190,276,-3.8125,0.78125
Wait,14190,277,-0.04248046875,0.2451171875
Wait,14190,278,-0.033447265625,0.1708984375
Wait,14190,279,-0.828125,0.6953125
Wait,14190,280,-0.384765625,1.03125
Wait,14190,281,-0.0625,0.2333984375
Wait,14190,282,-1.71875,0.5546875
Wait,14190,283,-3.015625,1.1953125
Wait,14190,284,-1.609375,1.0
Wait,14190,285,-1.390625,0.8515625
Wait,14190,286,-0.283203125,0.6640625
Wait,14190,287,-0.48046875,0.70703125
Wait,14190,288,-1.1953125,1.1171875
Wait,14190,289,-0.9375,0.8828125
Wait,14190,290,-0.73828125,1.09375
Wait,14190,291,-3.921875,1.8828125
Wait,14190,292,-5.65625,0.671875
Wait,14190,293,-0.08740234375,0.31640625
Wait,14190,294,-0.00677490234375,0.048828125
Wait,14190,295,-0.392578125,0.66796875
Wait,14190,296,-5.03125,0.65625
Wait,14190,297,-0.8984375,1.34375
Wait,14190,298,-0.05517578125,0.251953125
Wait,14190,299,-1.703125,0.9296875
Wait,14190,300,-0.3515625,0.76171875
Wait,14190,301,-4.03125,1.1484375
Wait,14190,302,-0.271484375,0.73046875
Wait,14190,303,-0.578125,0.69921875
Wait,14190,304,-0.1611328125,0.5859375
Wait,14190,305,-1.46875,1.4140625
Wait,14190,306,-0.6953125,0.71484375
Wait,14190,307,-6.0,0.017333984375
Wait,14190,308,-0.1611328125,0.42578125
Wait,14190,309,-0.59765625,1.2578125
Wait,14190,310,-4.59375,1.140625
Wait,14190,311,-0.1494140625,0.470703125
Wait,14190,312,-0.64453125,0.98046875
Wait,14190,313,-2.734375,0.9609375
Wait,14190,314,-0.041259765625,0.1806640625
Wait,14190,315,-1.125,1.0859375
Wait,14190,316,-0.67578125,0.96484375
Wait,14190,317,-0.84765625,1.21875
Wait,14190,318,-5.78125,0.62890625
Wait,14190,319,-0.3125,0.5859375
Wait,14190,320,-0.51171875,1.0
Wait,14190,321,-4.1875,1.453125
Wait,14190,322,-0.3515625,0.79296875
Wait,14190,323,-4.78125,1.4609375
Wait,14190,324,-0.216796875,0.640625
Wait,14190,325,-0.2041015625,0.490234375
Wait,14190,326,-0.37890625,0.8359375
Wait,14190,327,-0.050537109375,0.20703125
Wait,14190,328,-3.46875,1.6171875
Wait,14190,329,-0.08203125,0.328125
Wait,14190,330,-0.98046875,1.2265625
Wait,14190,331,-1.03125,1.2265625
Wait,14190,332,-1.625,1.9375
Wait,14190,333,-1.6328125,1.0078125
Wait,14190,334,-0.73046875,1.0703125
Wait,14190,335,-0.0216064453125,0.125
Wait,14190,336,-0.365234375,0.6953125
Wait,14190,337,-0.12255859375,0.50390625
Wait,14190,338,-0.328125,0.65625
Wait,14190,339,-0.474609375,0.66796875
Wait,14190,340,-2.09375,1.7109375
Wait,14190,341,-4.6875,0.8984375
Wait,14190,342,-1.328125,0.65234375
Wait,14190,343,-2.09375,1.2734375
Wait,14190,344,-2.515625,0.58984375
Wait,14190,345,-0.9765625,0.671875
Wait,14190,346,-1.7265625,0.59375
Wait,14190,347,-0.578125,0.6953125
Wait,14190,348,-0.498046875,0.765625
Wait,14190,349,-0.046142578125,0.2001953125
Wait,14190,350,-2.046875,0.83203125
Wait,14190,351,-5.375,0.9921875
Wait,14190,352,-0.38671875,0.63671875
Wait,14190,353,-1.0,0.7890625
Wait,14190,354,-0.095703125,0.349609375
Wait,14190,355,-1.5859375,0.87109375
Wait,14190,356,-2.34375,1.21875
Wait,14190,357,-1.421875,1.703125
Wait,14190,358,-0.62109375,0.8359375
Wait,14190,359,-2.3125,0.828125
Wait,14190,360,-0.384765625,1.078125
Wait,14190,361,-0.2275390625,0.58984375
Wait,14190,362,-0.0380859375,0.1611328125
Wait,14190,363,-0.474609375,0.66796875
Wait,14190,364,-0.3125,0.58203125
Wait,14190,365,-0.2041015625,0.494140625
Wait,14190,366,-0.314453125,0.58984375
Wait,14190,367,-1.140625,0.66015625
Wait,14190,368,-0.0849609375,0.310546875
Wait,14190,369,-0.9921875,1.1171875
Wait,14190,370,-0.58203125,0.7109375
Wait,14190,371,-0.1650390625,0.44921875
Wait,14190,372,-3.046875,0.703125
Wait,14190,373,-1.171875,0.75390625
Wait,14190,374,-0.87109375,0.8359375
Wait,14190,375,-1.0625,0.9609375
Wait,14190,376,-0.51953125,1.25
Wait,14190,377,-0.88671875,1.2578125
Wait,14190,378,-1.359375,0.76171875
Wait,14190,379,-0.2119140625,0.5390625
Wait,14190,380,-0.474609375,0.6640625
Wait,14190,381,-2.5,1.171875
Wait,14190,382,-0.43359375,0.87109375
Wait,14190,383,-0.25390625,0.54296875
Wait,14190,384,-0.078125,0.310546875
Wait,14190,385,-2.171875,1.5390625
Wait,14190,386,-0.7578125,0.890625
Wait,14190,387,-3.234375,0.94921875
Wait,14190,388,-0.05419921875,0.265625
Wait,14190,389,-1.5625,0.74609375
Wait,14190,390,-4.53125,0.6953125
Wait,14190,391,-1.2421875,1.1640625
Wait,14190,392,-2.359375,0.330078125
Wait,14190,393,-1.921875,1.21875
Wait,14190,394,-1.609375,0.97265625
Wait,14190,395,-1.6796875,1.1328125
Wait,14190,396,-1.328125,0.65625
Wait,14190,397,-7.125,1.1015625
Wait,14190,398,-0.37109375,0.8203125
Wait,14190,399,-0.6328125,1.0078125
Wait,14190,400,-1.8125,1.0234375
Wait,14190,401,-0.90625,0.73046875
Wait,14190,402,-0.609375,0.82421875
Wait,14190,403,-1.3359375,1.3125
Wait,14190,404,-0.53125,0.73046875
Wait,14190,405,-0.83984375,1.078125
Wait,14190,406,-0.19921875,0.65625
Wait,14190,407,-0.302734375,0.890625
Wait,14190,408,-1.203125,1.1328125
Wait,14190,409,-1.2578125,1.28125
Wait,14190,410,-0.9765625,0.69140625
Wait,14190,411,-0.494140625,0.78125
Wait,14190,412,-0.9765625,0.671875
Wait,14190,413,-1.9375,1.140625
Wait,14190,414,-2.828125,0.87890625
Wait,14190,415,-1.3359375,1.15625
Wait,14190,416,-0.59375,0.79296875
Wait,14190,417,-0.91796875,1.078125
Wait,14190,418,-0.02783203125,0.138671875
Wait,14190,419,-0.38671875,0.62890625
Wait,14190,420,-0.00726318359375,0.045166015625
Wait,14190,421,-0.048828125,0.193359375
Wait,14190,422,-0.31640625,0.609375
Wait,14190,423,-0.396484375,1.0546875
Wait,14190,424,-0.208984375,0.51953125
Wait,14190,425,-0.1650390625,0.451171875
Wait,14190,426,-0.3359375,0.80078125
Wait,14190,427,-1.828125,1.703125
Wait,14190,428,-0.96875,1.3671875
Wait,14190,429,-4.125,1.5703125
Wait,14190,430,-12.4375,0.83984375
Wait,14190,431,-2.1875,1.546875
Wait,14190,432,-0.0030670166015625,0.0224609375
Wait,14190,433,-0.0078125,0.049560546875
Wait,14190,434,-2.15625,1.234375
Wait,14190,435,-0.0162353515625,0.091796875
Wait,14190,436,-0.2109375,0.53125
Wait,14190,437,-1.1875,1.046875
Wait,14190,438,-0.94921875,1.3125
Wait,14190,439,-0.4296875,0.78125
Wait,14190,440,-0.06591796875,0.375
Wait,14190,441,-0.6953125,0.703125
Wait,14190,442,-1.1171875,1.2890625
Wait,14190,443,-0.010498046875,0.06787109375
Wait,14190,444,-0.0030975341796875,0.0230712890625
Wait,14190,445,-0.7734375,1.046875
Wait,14190,446,-0.48046875,0.6953125
Wait,14190,447,-3.765625,0.875
Wait,14190,448,-0.474609375,0.6640625
Wait,14190,449,-0.06298828125,0.279296875
Wait,14190,450,-0.66796875,1.125
Wait,14190,451,-2.3125,0.90625
Wait,14190,452,-3.109375,1.625
Wait,14190,453,-4.5625,0.216796875
Wait,14190,454,-0.02685546875,0.1396484375
Wait,14190,455,-0.421875,0.984375
Wait,14190,456,-0.0849609375,0.310546875
Wait,14190,457,-0.416015625,0.83203125
Wait,14190,458,-0.1103515625,0.3671875
Wait,14190,459,-0.201171875,0.47265625
Wait,14190,460,-0.263671875,0.90234375
Wait,14190,461,-0.2470703125,0.67578125
Wait,14190,462,-0.02978515625,0.1328125
Wait,14190,463,-0.06591796875,0.251953125
Wait,14190,464,-0.3125,0.58203125
Wait,14190,465,-0.203125,0.486328125
Wait,14190,466,-0.10009765625,0.31640625
Wait,14190,467,-0.01611328125,0.09423828125
Wait,14190,468,-3.125,0.84765625
Wait,14190,469,-0.330078125,1.015625
Wait,14190,470,-1.6640625,0.75390625
Wait,14190,471,-1.890625,1.125
Wait,14190,472,-1.0625,1.046875
Wait,14190,473,-1.796875,0.85546875
Wait,14190,474,-2.140625,0.7890625
Wait,14190,475,-2.65625,1.4140625
Wait,14190,476,-2.390625,0.80859375
Wait,14190,477,-2.3125,0.9921875
Wait,14190,478,-0.486328125,1.1640625
Wait,14190,479,-3.59375,0.3828125
Wait,14190,480,-0.59375,1.1875
Wait,14190,481,-0.8203125,1.015625
Wait,14190,482,-0.310546875,0.96484375
Wait,14190,483,-0.55859375,1.0
Wait,14190,484,-0.4921875,0.8984375
Wait,14190,485,-0.2412109375,0.87109375
Wait,14190,486,-1.09375,0.859375
Wait,14190,487,-0.83203125,0.734375
Wait,14190,488,-2.328125,1.578125
Wait,14190,489,-1.359375,1.25
Wait,14190,490,-2.140625,0.48046875
Wait,14190,491,-0.1796875,0.5859375
Wait,14190,492,-0.369140625,1.1328125
Wait,14190,493,-0.412109375,1.25
Wait,14190,494,-0.357421875,1.03125
Wait,14190,495,-0.67578125,0.91015625
Wait,14190,496,-0.58203125,1.25
Wait,14190,497,-1.09375,1.3359375
Wait,14190,498,-1.140625,0.66015625
Wait,14190,499,-2.359375,0.341796875
Wait,14190,500,-0.033203125,0.177734375
Wait,14190,501,-3.90625,1.0234375
Wait,14190,502,-1.2109375,1.421875
Wait,14190,503,-3.25,1.515625
Wait,14190,504,-0.474609375,0.6640625
Wait,14190,505,-0.0299072265625,0.1494140625
Wait,14190,506,-0.049072265625,0.1953125
Wait,14190,507,-1.140625,0.6328125
Wait,14190,508,-2.875,0.796875
Wait,14190,509,-0.474609375,0.6640625
Wait,14190,510,-0.0419921875,0.185546875
Wait,14190,511,-0.61328125,1.0859375
Wait,14190,512,-0.58984375,0.765625
Wait,14190,513,-0.1259765625,0.5625
Wait,14190,514,-1.3125,0.58984375
Wait,14190,515,-0.0458984375,0.212890625
Wait,14190,516,-0.52734375,0.93359375
Wait,14190,517,-1.375,0.78515625
Wait,14190,518,-0.0235595703125,0.11279296875
Wait,14190,519,-2.6875,1.40625
Wait,14190,520,-6.0,0.03466796875
Wait,14190,521,-1.875,1.0
Wait,14190,522,-1.078125,1.3125
Wait,14190,523,-1.125,1.0390625
Wait,14190,524,-0.09033203125,0.34765625
Wait,14190,525,-0.1572265625,0.515625
Wait,14190,526,-1.2578125,1.4765625
Wait,14190,527,-0.07177734375,0.2890625
Wait,14190,528,-0.578125,0.703125
Wait,14190,529,-0.57421875,1.0234375
Wait,14190,530,-0.9453125,1.0546875
Wait,14190,531,-4.78125,1.953125
Wait,14190,532,-1.3125,0.6015625
Wait,14190,533,-2.40625,1.8984375
Wait,14190,534,-2.9375,1.578125
Wait,14190,535,-2.765625,0.609375
Wait,14190,536,-0.408203125,0.84375
Wait,14190,537,-0.251953125,0.53125
Wait,14190,538,-1.1015625,1.03125
Wait,14190,539,-0.38671875,0.6328125
Wait,14190,540,-1.921875,1.203125
Wait,14190,541,-0.83984375,0.75
Wait,14190,542,-0.027099609375,0.154296875
Wait,14190,543,-1.359375,0.7734375
Wait,14190,544,-0.0003414154052734375,0.0030975341796875
Wait,14190,545,-0.0703125,0.279296875
Wait,14190,546,-1.453125,1.5
Wait,14190,547,-0.26953125,0.82421875
Wait,14190,548,-0.053955078125,0.251953125
Wait,14190,549,-6.0625,0.27734375
Wait,14190,550,-0.072265625,0.302734375
Wait,14190,551,-2.21875,0.66015625
Wait,14190,552,-0.265625,0.859375
Wait,14190,553,-1.6328125,1.4375
Wait,14190,554,-2.921875,1.140625
Wait,14190,555,-0.00057220458984375,0.00537109375
Wait,14190,556,-0.29296875,0.90625
Wait,14190,557,-0.08642578125,0.337890625
Wait,14190,558,-0.0087890625,0.051513671875
Wait,14190,559,-0.001983642578125,0.0157470703125
Wait,14190,560,-0.0703125,0.2890625
Wait,14190,561,-0.0703125,0.25
Wait,14190,562,-0.859375,1.5546875
Wait,14190,563,-0.224609375,0.64453125
Wait,14190,564,-0.044189453125,0.23828125
Wait,14190,565,-3.078125,0.34765625
Wait,14190,566,-0.00830078125,0.057861328125
Wait,14190,567,-3.109375,0.99609375
Wait,14190,568,-0.0191650390625,0.1083984375
Wait,14190,569,-4.34375,0.73046875
Wait,14190,570,-0.00075531005859375,0.00677490234375
Wait,14190,571,-4.28125,0.546875
Wait,14190,572,-13.25,7.390975952148438e-05
Wait,14190,573,-0.01495361328125,0.087890625
Wait,14190,574,-0.0126953125,0.0693359375
Wait,14190,575,-0.1455078125,0.48828125
Wait,14190,576,-1.234375,0.67578125
Wait,14190,577,-3.34375,0.77734375
Wait,14190,578,-0.9296875,1.40625
Wait,14190,579,-0.054931640625,0.208984375
Wait,14190,580,-0.671875,1.0625
Wait,14190,581,-5.4836273193359375e-06,8.0108642578125e-05
Wait,14190,582,-0.87109375,0.88671875
Wait,14190,583,-0.0028228759765625,0.0224609375
Wait,14190,584,-0.326171875,0.90234375
Wait,14190,585,-0.000835418701171875,0.0069580078125
Wait,14190,586,-0.024169921875,0.126953125
Wait,14190,587,-2.875,0.50390625
Wait,14190,588,-0.0361328125,0.1953125
Wait,14190,589,-0.6328125,0.703125
Wait,14190,590,-0.29296875,0.73828125
Wait,14190,591,-0.00019359588623046875,0.001983642578125
Wait,14190,592,-0.07470703125,0.279296875
Wait,14190,593,-0.07177734375,0.298828125
Wait,14190,594,-0.10009765625,0.361328125
Wait,14190,595,-0.0093994140625,0.0654296875
Wait,14190,596,-0.00885009765625,0.05224609375
Wait,14190,597,-0.18359375,0.6015625
Wait,14190,598,-0.84765625,0.7890625
Wait,14190,599,-1.0546875,0.66796875
Wait,14190,600,-0.251953125,0.53515625
Wait,14190,601,-0.0023956298828125,0.017578125
Wait,14190,602,-0.0004825592041015625,0.004730224609375
Wait,14190,603,-0.02490234375,0.123046875
Wait,14190,604,-3.5,0.458984375
Wait,14190,605,-0.00040435791015625,0.00390625
Wait,14190,606,-0.005645751953125,0.039794921875
Wait,14190,607,-0.01153564453125,0.06591796875
Wait,14190,608,-1.6953125,1.1484375
Wait,14190,609,-0.00262451171875,0.0230712890625
Wait,14190,610,-0.07275390625,0.3515625
Wait,14190,611,-0.00396728515625,0.0306396484375
Wait,14190,612,-0.08984375,0.408203125
Wait,14190,613,-2.609375,0.43359375
Wait,14190,614,-0.69921875,0.71875
Wait,14190,615,-0.006683349609375,0.045166015625
Wait,14190,616,-0.2041015625,0.490234375
Wait,14190,617,-1.203125,1.0546875
Wait,14190,618,-0.3359375,0.67578125
Wait,14190,619,-0.61328125,1.03125
Wait,14190,620,-2.9375,0.5625
Wait,14190,621,-0.12890625,0.37890625
Wait,14190,622,-0.6875,1.0703125
Wait,14190,623,-0.984375,1.0390625
Wait,14190,624,-0.37890625,0.9296875
Wait,14190,625,-3.796875,0.2294921875
Wait,14190,626,-0.9609375,1.0859375
Wait,14190,627,-3.28125,1.4765625
Wait,14190,628,-0.09326171875,0.34375
Wait,14190,629,-0.439453125,0.7109375
Wait,14190,630,-0.171875,0.484375
Wait,14190,631,-1.515625,1.71875
Wait,14190,632,-1.2265625,0.9921875
Wait,14190,633,-0.8515625,0.8046875
Wait,14190,634,-2.53125,0.828125
Wait,14190,635,-1.6953125,1.0703125
Wait,14190,636,-0.255859375,0.55078125
Wait,14190,637,-0.061767578125,0.2890625
Wait,14190,638,-0.69921875,1.0234375
Wait,14190,639,-5.9375,1.046875
Wait,14190,640,-2.859375,0.78515625
Wait,14190,641,-1.3125,0.59375
